cat	MunicipalityName	RSFbin	RSF m2	RSF km2
167	Årdal	3	40676972.45	40.67697245
167	Årdal	4	34042225.88	34.04222588
167	Årdal	5	32705736.64	32.70573664
167	Årdal	6	34912518.87	34.91251887
167	Årdal	7	21616925.93	21.61692593
167	Årdal	8	17935055.58	17.93505558
167	Årdal	9	20075238.35	20.07523835
167	Årdal	10	20473935.14	20.47393514
168	Trondheim	1	207748027.1	207.7480271
168	Trondheim	2	10914212.11	10.91421211
168	Trondheim	3	4705162.112	4.705162112
168	Trondheim	4	2547879.484	2.547879484
168	Trondheim	5	956692.2964	0.956692296
168	Trondheim	6	647094.7894	0.647094789
168	Trondheim	7	687594.4632	0.687594463
168	Trondheim	8	845093.195	0.845093195
168	Trondheim	9	1570487.354	1.570487354
168	Trondheim	10	997191.9702	0.99719197
169	Grane	1	1054456709	1054.456709
169	Grane	2	265049665.7	265.0496657
169	Grane	3	135533508.6	135.5335086
169	Grane	4	66936061.01	66.93606101
169	Grane	5	41522065.65	41.52206565
169	Grane	6	47423318.13	47.42331813
169	Grane	7	56456545.39	56.45654539
169	Grane	8	51847682.5	51.8476825
169	Grane	9	60478613	60.478613
169	Grane	10	49654400.16	49.65440016
170	Rindal	1	270696220.3	270.6962203
170	Rindal	2	74800197.68	74.80019768
170	Rindal	3	44896138.48	44.89613848
170	Rindal	4	33530130	33.53013
170	Rindal	5	29272264.29	29.27226429
170	Rindal	6	35862911.22	35.86291122
170	Rindal	7	21620525.9	21.6205259
170	Rindal	8	16863164.21	16.86316421
170	Rindal	9	19765640.84	19.76564084
170	Rindal	10	30398155.22	30.39815522
171	Røst	1	194398.4346	0.194398435
171	Røst	2	82799.33327	0.082799333
171	Røst	3	34199.72461	0.034199725
171	Røst	4	64799.47821	0.064799478
171	Røst	5	10799.91304	0.010799913
171	Røst	6	50399.59416	0.050399594
171	Røst	7	47699.61591	0.047699616
171	Røst	8	33299.73186	0.033299732
171	Røst	9	6299.94927	0.006299949
171	Røst	10	899.992753	0.000899993
172	Modum	1	421440506.4	421.4405064
172	Modum	2	11699.90579	0.011699906
173	Oppegård	1	26827883.97	26.82788397
174	Ullensaker	1	147149715.1	147.1497151
175	Kvæfjord	1	314107370.7	314.1073707
175	Kvæfjord	2	63795086.3	63.7950863
175	Kvæfjord	3	27311180.08	27.31118008
175	Kvæfjord	4	14785080.95	14.78508095
175	Kvæfjord	5	12670097.98	12.67009798
175	Kvæfjord	6	16729965.28	16.72996528
175	Kvæfjord	7	9092626.783	9.092626783
175	Kvæfjord	8	5486355.822	5.486355822
175	Kvæfjord	9	6743645.698	6.743645698
175	Kvæfjord	10	4395564.605	4.395564605
176	Seljord	1	456862421.2	456.8624212
176	Seljord	2	56712143.33	56.71214333
176	Seljord	3	29173265.09	29.17326509
176	Seljord	4	19748540.98	19.74854098
176	Seljord	5	14070486.7	14.0704867
176	Seljord	6	14623982.24	14.62398224
176	Seljord	7	12988695.41	12.98869541
176	Seljord	8	13131794.26	13.13179426
176	Seljord	9	16603966.3	16.6039663
176	Seljord	10	38036393.72	38.03639372
177	Halsa	1	182091033.7	182.0910337
177	Halsa	2	22731116.96	22.73111696
177	Halsa	3	12470299.58	12.47029958
177	Halsa	4	11270609.24	11.27060924
177	Halsa	5	9754121.456	9.754121456
177	Halsa	6	10511015.36	10.51101536
177	Halsa	7	8111634.682	8.111634682
177	Halsa	8	6592446.915	6.592446915
177	Halsa	9	7053243.205	7.053243205
177	Halsa	10	7247641.639	7.247641639
178	Træna	1	14649182.04	14.64918204
178	Træna	2	17099.86231	0.017099862
178	Træna	3	13499.89129	0.013499891
178	Træna	4	9899.920282	0.00989992
178	Træna	5	2699.978259	0.002699978
178	Træna	6	1799.985506	0.001799986
178	Træna	7	1799.985506	0.001799986
178	Træna	8	2699.978259	0.002699978
178	Træna	9	1799.985506	0.001799986
179	Hemsedal	1	434191603.7	434.1916037
179	Hemsedal	2	68335549.74	68.33554974
179	Hemsedal	3	36077109.49	36.07710949
179	Hemsedal	4	26229388.79	26.22938879
179	Hemsedal	5	20431635.48	20.43163548
179	Hemsedal	6	19429943.54	19.42994354
179	Hemsedal	7	18584850.35	18.58485035
179	Hemsedal	8	20682733.45	20.68273345
179	Hemsedal	9	28001474.52	28.00147452
179	Hemsedal	10	41368166.89	41.36816689
180	Sørreisa	1	214938069.2	214.9380692
180	Sørreisa	2	41305167.4	41.3051674
180	Sørreisa	3	19021346.83	19.02134683
180	Sørreisa	4	10574014.85	10.57401485
180	Sørreisa	5	6817445.103	6.817445103
180	Sørreisa	6	7125242.625	7.125242625
180	Sørreisa	7	6710345.966	6.710345966
180	Sørreisa	8	5620454.742	5.620454742
180	Sørreisa	9	6721145.879	6.721145879
180	Sørreisa	10	7843436.842	7.843436842
181	Berlevåg	1	349830783	349.830783
181	Berlevåg	2	185904303	185.904303
181	Berlevåg	3	89954275.65	89.95427565
181	Berlevåg	4	32563537.79	32.56353779
181	Berlevåg	5	30508854.33	30.50885433
181	Berlevåg	6	27771976.37	27.77197637
181	Berlevåg	7	20629633.88	20.62963388
181	Berlevåg	8	19223845.2	19.2238452
181	Berlevåg	9	18576750.41	18.57675041
181	Berlevåg	10	7709337.922	7.709337922
182	Fedje	1	8662430.247	8.662430247
183	Froland	1	598003784.6	598.0037846
183	Froland	2	5549355.315	5.549355315
183	Froland	3	1250089.934	1.250089934
183	Froland	4	665994.6372	0.665994637
183	Froland	5	454496.3402	0.45449634
183	Froland	6	557995.5068	0.557995507
183	Froland	7	251097.9781	0.251097978
183	Froland	8	25199.79708	0.025199797
183	Froland	9	5399.956518	0.005399957
183	Froland	10	1799.985506	0.001799986
184	Meldal	1	376670366.9	376.6703669
184	Meldal	2	61654003.54	61.65400354
184	Meldal	3	31803043.91	31.80304391
184	Meldal	4	21402727.66	21.40272766
184	Meldal	5	15631974.13	15.63197413
184	Meldal	6	15791272.84	15.79127284
184	Meldal	7	11729605.55	11.72960555
184	Meldal	8	8891028.406	8.891028406
184	Meldal	9	9908920.21	9.90892021
184	Meldal	10	13866188.34	13.86618834
185	Gjerdrum	1	54069764.61	54.06976461
186	Våler	1	633494998.9	633.4949989
186	Våler	2	314097.4708	0.314097471
186	Våler	3	899.992753	0.000899993
187	Stavanger	1	34655120.94	34.65512094
188	Stryn	1	750080060.1	750.0800601
188	Stryn	2	55619552.13	55.61955213
188	Stryn	3	28082473.87	28.08247387
188	Stryn	4	18421051.67	18.42105167
188	Stryn	5	14281085	14.281085
188	Stryn	6	15752573.15	15.75257315
188	Stryn	7	9106126.674	9.106126674
188	Stryn	8	6236949.778	6.236949778
188	Stryn	9	7237741.719	7.237741719
188	Stryn	10	10094318.72	10.09431872
189	Hobøl	1	108599425.5	108.5994255
190	Sula	1	37019401.91	37.01940191
190	Sula	2	3946468.222	3.946468222
190	Sula	3	2165382.564	2.165382564
190	Sula	4	2159082.614	2.159082614
190	Sula	5	1624486.919	1.624486919
190	Sula	6	1699186.318	1.699186318
190	Sula	7	1161890.644	1.161890644
190	Sula	8	971092.1804	0.97109218
190	Sula	9	1129490.905	1.129490905
190	Sula	10	967492.2094	0.967492209
191	Skodje	1	93901643.87	93.90164387
191	Skodje	2	2834977.172	2.834977172
191	Skodje	3	2060083.411	2.060083411
191	Skodje	4	1520987.752	1.520987752
191	Skodje	5	1255489.89	1.25548989
191	Skodje	6	1403088.702	1.403088702
191	Skodje	7	895492.7892	0.895492789
191	Skodje	8	722694.1806	0.722694181
191	Skodje	9	818093.4124	0.818093412
191	Skodje	10	741594.0284	0.741594028
192	Fyresdal	1	825963849	825.963849
192	Fyresdal	2	117336555.2	117.3365552
192	Fyresdal	3	52058280.81	52.05828081
192	Fyresdal	4	32325939.7	32.3259397
192	Fyresdal	5	21587226.17	21.58722617
192	Fyresdal	6	18419251.68	18.41925168
192	Fyresdal	7	20035638.67	20.03563867
192	Fyresdal	8	14991179.29	14.99117929
192	Fyresdal	9	11955503.73	11.95550373
192	Fyresdal	10	11728705.56	11.72870556
193	Gjemnes	1	251646973.6	251.6469736
193	Gjemnes	2	27074481.99	27.07448199
193	Gjemnes	3	15289976.88	15.28997688
193	Gjemnes	4	11869104.43	11.86910443
193	Gjemnes	5	10004319.44	10.00431944
193	Gjemnes	6	10664014.13	10.66401413
193	Gjemnes	7	6915544.313	6.915544313
193	Gjemnes	8	4953560.112	4.953560112
193	Gjemnes	9	5400856.51	5.40085651
193	Gjemnes	10	6200950.068	6.200950068
194	Kåfjord	1	693415616.4	693.4156164
194	Kåfjord	2	60487612.93	60.48761293
194	Kåfjord	3	23261212.69	23.26121269
194	Kåfjord	4	9602022.681	9.602022681
194	Kåfjord	5	6876844.625	6.876844625
194	Kåfjord	6	6264849.553	6.264849553
194	Kåfjord	7	5426056.307	5.426056307
194	Kåfjord	8	4304665.337	4.304665337
194	Kåfjord	9	4339765.055	4.339765055
194	Kåfjord	10	1743285.962	1.743285962
195	Namdalseid	1	407159421.4	407.1594214
195	Namdalseid	2	82747133.69	82.74713369
195	Namdalseid	3	43994345.74	43.99434574
195	Namdalseid	4	30123657.43	30.12365743
195	Namdalseid	5	26802684.17	26.80268417
195	Namdalseid	6	34612821.28	34.61282128
195	Namdalseid	7	24684101.23	24.68410123
195	Namdalseid	8	20979731.06	20.97973106
195	Namdalseid	9	26362587.72	26.36258772
195	Namdalseid	10	21508026.81	21.50802681
196	Bømlo	1	195927522.3	195.9275223
196	Bømlo	2	14045286.9	14.0452869
196	Bømlo	3	8272733.385	8.272733385
196	Bømlo	4	6139750.56	6.13975056
196	Bømlo	5	1797285.528	1.797285528
196	Bømlo	6	1165490.615	1.165490615
196	Bømlo	7	800093.5573	0.800093557
196	Bømlo	8	178198.5651	0.178198565
196	Bømlo	9	65699.47096	0.065699471
196	Bømlo	10	21599.82607	0.021599826
197	Tingvoll	1	237118390.6	237.1183906
197	Tingvoll	2	21077830.27	21.07783027
197	Tingvoll	3	9331124.862	9.331124862
197	Tingvoll	4	6965943.908	6.965943908
197	Tingvoll	5	6091150.952	6.091150952
197	Tingvoll	6	6854344.806	6.854344806
197	Tingvoll	7	4509863.685	4.509863685
197	Tingvoll	8	3632370.751	3.632370751
197	Tingvoll	9	4448664.178	4.448664178
197	Tingvoll	10	4982359.88	4.98235988
198	Roan	1	116570661.3	116.5706613
198	Roan	2	44870938.68	44.87093868
198	Roan	3	31713944.63	31.71394463
198	Roan	4	20635033.84	20.63503384
198	Roan	5	19460543.3	19.4605433
198	Roan	6	26632585.54	26.63258554
198	Roan	7	17403159.86	17.40315986
198	Roan	8	16855964.27	16.85596427
198	Roan	9	24098205.95	24.09820595
198	Roan	10	24151305.52	24.15130552
199	Porsanger	1	1529527784	1529.527784
199	Porsanger	2	754384725.4	754.3847254
199	Porsanger	3	461200386.2	461.2003862
199	Porsanger	4	347293703.5	347.2937035
199	Porsanger	5	310365200.8	310.3652008
199	Porsanger	6	246118318.2	246.1183182
199	Porsanger	7	252836764.1	252.8367641
199	Porsanger	8	238750077.5	238.7500775
199	Porsanger	9	185149209.1	185.1492091
199	Porsanger	10	95105834.17	95.10583417
200	Tynset	1	657961301.8	657.9613018
200	Tynset	2	215453765.1	215.4537651
200	Tynset	3	175198889.2	175.1988892
200	Tynset	4	139321578.1	139.3215781
200	Tynset	5	120819527.1	120.8195271
200	Tynset	6	131671639.7	131.6716397
200	Tynset	7	81536643.44	81.53664344
200	Tynset	8	71453124.63	71.45312463
200	Tynset	9	76357185.14	76.35718514
200	Tynset	10	110658608.9	110.6586089
201	Lærdal	1	918681102.4	918.6811024
201	Lærdal	2	99994594.81	99.99459481
201	Lærdal	3	49545501.04	49.54550104
201	Lærdal	4	36082509.45	36.08250945
201	Lærdal	5	30196556.85	30.19655685
201	Lærdal	6	31032650.11	31.03265011
201	Lærdal	7	22397219.65	22.39721965
201	Lærdal	8	19079846.36	19.07984636
201	Lærdal	9	20877131.89	20.87713189
201	Lærdal	10	23465511.05	23.46551105
202	Nordre Land	1	749842462	749.842462
202	Nordre Land	2	47814814.98	47.81481498
202	Nordre Land	3	26340087.9	26.3400879
202	Nordre Land	4	16493267.19	16.49326719
202	Nordre Land	5	9591222.768	9.591222768
202	Nordre Land	6	7810137.11	7.81013711
202	Nordre Land	7	9796421.116	9.796421116
202	Nordre Land	8	9860320.601	9.860320601
202	Nordre Land	9	11575706.79	11.57570679
202	Nordre Land	10	14085786.58	14.08578658
203	Utsira	1	2679278.425	2.679278425
203	Utsira	2	1665886.586	1.665886586
203	Utsira	3	680394.5212	0.680394521
203	Utsira	4	276297.7751	0.276297775
203	Utsira	5	53099.57242	0.053099572
203	Utsira	6	26099.78984	0.02609979
203	Utsira	7	39599.68113	0.039599681
203	Utsira	8	15299.8768	0.015299877
203	Utsira	9	6299.94927	0.006299949
204	Moskenes	1	78896064.7	78.8960647
204	Moskenes	2	11605406.55	11.60540655
204	Moskenes	3	5643854.554	5.643854554
204	Moskenes	4	2769277.701	2.769277701
204	Moskenes	5	1833285.238	1.833285238
204	Moskenes	6	1511987.825	1.511987825
204	Moskenes	7	718194.2168	0.718194217
204	Moskenes	8	508495.9054	0.508495905
204	Moskenes	9	434696.4997	0.4346965
204	Moskenes	10	537295.6735	0.537295673
205	Vardø	1	75836089.34	75.83608934
205	Vardø	2	129240759.3	129.2407593
205	Vardø	3	88158790.11	88.15879011
205	Vardø	4	95504530.96	95.50453096
205	Vardø	5	66221466.76	66.22146676
205	Vardø	6	39666280.59	39.66628059
205	Vardø	7	23881307.7	23.8813077
205	Vardø	8	14967779.47	14.96777947
205	Vardø	9	16116170.23	16.11617023
205	Vardø	10	16263769.04	16.26376904
206	Gjerstad	1	310469600	310.4696
207	Osen	1	141845157.8	141.8451578
207	Osen	2	54819458.57	54.81945857
207	Osen	3	31150549.16	31.15054916
207	Osen	4	18353552.21	18.35355221
207	Osen	5	17177261.68	17.17726168
207	Osen	6	23705809.11	23.70580911
207	Osen	7	17872056.09	17.87205609
207	Osen	8	16544566.78	16.54456678
207	Osen	9	20847432.13	20.84743213
207	Osen	10	14370184.29	14.37018429
208	Skjåk	1	1236554943	1236.554943
208	Skjåk	2	117283455.6	117.2834556
208	Skjåk	3	61157207.54	61.15720754
208	Skjåk	4	46967021.8	46.9670218
208	Skjåk	5	44097844.91	44.09784491
208	Skjåk	6	44502841.65	44.50284165
208	Skjåk	7	33606629.39	33.60662939
208	Skjåk	8	31315247.84	31.31524784
208	Skjåk	9	35102417.34	35.10241734
208	Skjåk	10	16031570.91	16.03157091
209	Oppdal	1	1187963434	1187.963434
209	Oppdal	2	213823878.2	213.8238782
209	Oppdal	3	130156951.9	130.1569519
209	Oppdal	4	99156701.55	99.15670155
209	Oppdal	5	82689534.15	82.68953415
209	Oppdal	6	84745117.6	84.7451176
209	Oppdal	7	67966552.71	67.96655271
209	Oppdal	8	61190507.27	61.19050727
209	Oppdal	9	70873529.3	70.8735293
209	Oppdal	10	88878784.32	88.87878432
210	Porsgrunn	1	139818374.1	139.8183741
211	Malvik	1	145274130.2	145.2741302
211	Malvik	2	1034991.666	1.034991666
211	Malvik	3	421196.6084	0.421196608
211	Malvik	4	281697.7317	0.281697732
211	Malvik	5	58499.52894	0.058499529
211	Malvik	6	30599.7536	0.030599754
211	Malvik	7	20699.83332	0.020699833
211	Malvik	8	1799.985506	0.001799986
211	Malvik	9	2699.978259	0.002699978
211	Malvik	10	1799.985506	0.001799986
212	Karlsøy	1	379253346.1	379.2533461
212	Karlsøy	2	194708932.1	194.7089321
212	Karlsøy	3	122897610.4	122.8976104
212	Karlsøy	4	59248322.91	59.24832291
212	Karlsøy	5	39140684.82	39.14068482
212	Karlsøy	6	40836271.17	40.83627117
212	Karlsøy	7	40443874.33	40.44387433
212	Karlsøy	8	41894662.65	41.89466265
212	Karlsøy	9	51864782.37	51.86478237
212	Karlsøy	10	32425838.9	32.4258389
213	Strand	1	161424500.1	161.4245001
213	Strand	2	12515299.22	12.51529922
213	Strand	3	6464647.944	6.464647944
213	Strand	4	2905176.606	2.905176606
213	Strand	5	1763085.803	1.763085803
213	Strand	6	1694686.354	1.694686354
213	Strand	7	1295089.571	1.295089571
213	Strand	8	980092.1079	0.980092108
213	Strand	9	1019691.789	1.019691789
213	Strand	10	473396.188	0.473396188
214	Sokndal	1	196244319.8	196.2443198
214	Sokndal	2	26935883.1	26.9358831
214	Sokndal	3	10865612.51	10.86561251
214	Sokndal	4	7025343.429	7.025343429
214	Sokndal	5	4840161.025	4.840161025
214	Sokndal	6	3955468.149	3.955468149
214	Sokndal	7	3042875.498	3.042875498
214	Sokndal	8	2176182.477	2.176182477
214	Sokndal	9	1737886.006	1.737886006
214	Sokndal	10	1412988.622	1.412988622
215	Sund	1	75256494.01	75.25649401
215	Sund	2	11463207.69	11.46320769
215	Sund	3	2785477.57	2.78547757
215	Sund	4	1844985.143	1.844985143
215	Sund	5	946792.3761	0.946792376
215	Sund	6	413996.6663	0.413996666
215	Sund	7	202498.3694	0.202498369
215	Sund	8	60299.51445	0.060299514
215	Sund	9	6299.94927	0.006299949
216	Nesodden	1	50329394.73	50.32939473
217	Gamvik	1	378640451	378.640451
217	Gamvik	2	243084442.6	243.0844426
217	Gamvik	3	115609469.1	115.6094691
217	Gamvik	4	41066669.32	41.06666932
217	Gamvik	5	39769779.76	39.76977976
217	Gamvik	6	42392358.64	42.39235864
217	Gamvik	7	25588593.95	25.58859395
217	Gamvik	8	22371119.86	22.37111986
217	Gamvik	9	29053566.05	29.05356605
217	Gamvik	10	13091294.58	13.09129458
218	Førde	1	344577525.3	344.5775253
218	Førde	2	44124844.69	44.12484469
218	Førde	3	23335012.1	23.3350121
218	Førde	4	14768881.08	14.76888108
218	Førde	5	12650298.14	12.65029814
218	Førde	6	14492583.3	14.4925833
218	Førde	7	9777521.268	9.777521268
218	Førde	8	6281049.423	6.281049423
218	Førde	9	6586146.966	6.586146966
218	Førde	10	13518791.14	13.51879114
219	Aurskog-Høland	1	797811175.7	797.8111757
220	Gildeskål	1	342776639.8	342.7766398
220	Gildeskål	2	81747241.74	81.74724174
220	Gildeskål	3	35054717.73	35.05471773
220	Gildeskål	4	23960507.06	23.96050706
220	Gildeskål	5	23255812.74	23.25581274
220	Gildeskål	6	26010690.55	26.01069055
220	Gildeskål	7	13091294.58	13.09129458
220	Gildeskål	8	8837028.841	8.837028841
220	Gildeskål	9	9634422.42	9.63442242
220	Gildeskål	10	5649254.51	5.64925451
221	Loppa	1	349080189.1	349.0801891
221	Loppa	2	66055868.09	66.05586809
221	Loppa	3	34207824.55	34.20782455
221	Loppa	4	17971055.29	17.97105529
221	Loppa	5	14413383.94	14.41338394
221	Loppa	6	14119986.3	14.1199863
221	Loppa	7	11877204.36	11.87720436
221	Loppa	8	10103318.64	10.10331864
221	Loppa	9	10844012.68	10.84401268
221	Loppa	10	5099358.938	5.099358938
222	Kvinnherad	1	737085064.7	737.0850647
222	Kvinnherad	2	56500645.04	56.50064504
222	Kvinnherad	3	24923499.31	24.92349931
222	Kvinnherad	4	15035278.93	15.03527893
222	Kvinnherad	5	11519907.24	11.51990724
222	Kvinnherad	6	11543307.05	11.54330705
222	Kvinnherad	7	13297392.92	13.29739292
222	Kvinnherad	8	13102994.49	13.10299449
222	Kvinnherad	9	15876772.15	15.87677215
222	Kvinnherad	10	23469111.02	23.46911102
223	Lindesnes	1	291121555.8	291.1215558
224	Molde	1	277861962.6	277.8619626
224	Molde	2	15307976.73	15.30797673
224	Molde	3	9670422.13	9.67042213
224	Molde	4	7517639.465	7.517639465
224	Molde	5	5582655.046	5.582655046
224	Molde	6	6590646.93	6.59064693
224	Molde	7	4055367.345	4.055367345
224	Molde	8	2573079.281	2.573079281
224	Molde	9	2793577.505	2.793577505
224	Molde	10	2194182.332	2.194182332
225	Nittedal	1	158021627.6	158.0216276
226	Eidsvoll	1	332837119.9	332.8371199
226	Eidsvoll	2	61199.5072	0.061199507
226	Eidsvoll	3	4499.963765	0.004499964
227	Vanylven	1	181567238	181.567238
227	Vanylven	2	31885843.24	31.88584324
227	Vanylven	3	21231729.03	21.23172903
227	Vanylven	4	18605550.18	18.60555018
227	Vanylven	5	16653465.9	16.6534659
227	Vanylven	6	18274352.85	18.27435285
227	Vanylven	7	15100978.4	15.1009784
227	Vanylven	8	12644898.18	12.64489818
227	Vanylven	9	14230685.41	14.23068541
227	Vanylven	10	12386600.26	12.38660026
228	Nome	1	363995769	363.995769
229	Svelvik	1	51185287.84	51.18528784
230	Fauske	1	674879365.6	674.8793656
230	Fauske	2	105954346.8	105.9543468
230	Fauske	3	54558460.68	54.55846068
230	Fauske	4	34360823.31	34.36082331
230	Fauske	5	27123981.59	27.12398159
230	Fauske	6	27215780.85	27.21578085
230	Fauske	7	19852940.14	19.85294014
230	Fauske	8	16007271.1	16.0072711
230	Fauske	9	18389551.92	18.38955192
230	Fauske	10	11585606.71	11.58560671
231	Gol	1	332352923.8	332.3529238
231	Gol	2	55004857.08	55.00485708
231	Gol	3	27092481.84	27.09248184
231	Gol	4	21275828.68	21.27582868
231	Gol	5	14468283.5	14.4682835
231	Gol	6	13079594.68	13.07959468
231	Gol	7	17135862.02	17.13586202
231	Gol	8	13335192.62	13.33519262
231	Gol	9	13727589.46	13.72758946
231	Gol	10	10162718.17	10.16271817
232	Tolga	1	361341690.3	361.3416903
232	Tolga	2	157583331.1	157.5833311
232	Tolga	3	123228807.7	123.2288077
232	Tolga	4	98256708.8	98.2567088
232	Tolga	5	74435700.62	74.43570062
232	Tolga	6	59704619.24	59.70461924
232	Tolga	7	43273451.55	43.27345155
232	Tolga	8	44937538.15	44.93753815
232	Tolga	9	44917738.31	44.91773831
232	Tolga	10	69356141.52	69.35614152
233	Ibestad	1	151592979.3	151.5929793
233	Ibestad	2	18148353.86	18.14835386
233	Ibestad	3	7611238.711	7.611238711
233	Ibestad	4	4236265.888	4.236265888
233	Ibestad	5	3197674.251	3.197674251
233	Ibestad	6	3407372.563	3.407372563
233	Ibestad	7	2033083.629	2.033083629
233	Ibestad	8	1735186.028	1.735186028
233	Ibestad	9	1936784.404	1.936784404
233	Ibestad	10	2878176.824	2.878176824
234	Time	1	80671750.4	80.6717504
234	Time	2	15662573.88	15.66257388
234	Time	3	9293325.167	9.293325167
234	Time	4	5850852.887	5.850852887
234	Time	5	4826661.134	4.826661134
234	Time	6	4041867.453	4.041867453
234	Time	7	2983475.976	2.983475976
234	Time	8	2391280.745	2.391280745
234	Time	9	1797285.528	1.797285528
234	Time	10	1763085.803	1.763085803
235	Meråker	1	379260546	379.260546
235	Meråker	2	171491819.1	171.4918191
235	Meråker	3	115463670.2	115.4636702
235	Meråker	4	85853008.68	85.85300868
235	Meråker	5	63520588.51	63.52058851
235	Meråker	6	74641798.96	74.64179896
235	Meråker	7	70593631.55	70.59363155
235	Meråker	8	66392465.38	66.39246538
235	Meråker	9	75980988.17	75.98098817
235	Meråker	10	79990455.89	79.99045589
236	Balestrand	1	282214327.5	282.2143275
236	Balestrand	2	26292388.28	26.29238828
236	Balestrand	3	13185793.82	13.18579382
236	Balestrand	4	9168226.174	9.168226174
236	Balestrand	5	8080134.936	8.080134936
236	Balestrand	6	8555331.109	8.555331109
236	Balestrand	7	5972351.908	5.972351908
236	Balestrand	8	5183958.257	5.183958257
236	Balestrand	9	5305457.278	5.305457278
236	Balestrand	10	8625530.544	8.625530544
237	Søgne	1	138733882.9	138.7338829
238	Sør-Fron	1	239970467.7	239.9704677
238	Sør-Fron	2	91006367.18	91.00636718
238	Sør-Fron	3	68749546.4	68.7495464
238	Sør-Fron	4	55552952.67	55.55295267
238	Sør-Fron	5	38564689.46	38.56468946
238	Sør-Fron	6	34073725.63	34.07372563
238	Sør-Fron	7	37664696.71	37.66469671
238	Sør-Fron	8	40584273.2	40.5842732
238	Sør-Fron	9	46922922.16	46.92292216
238	Sør-Fron	10	32905535.03	32.90553503
239	Osterøy	1	190416866.7	190.4168667
239	Osterøy	2	14011087.18	14.01108718
239	Osterøy	3	6605946.806	6.605946806
239	Osterøy	4	5975951.879	5.975951879
239	Osterøy	5	5859852.814	5.859852814
239	Osterøy	6	7013643.524	7.013643524
239	Osterøy	7	5168658.38	5.16865838
239	Osterøy	8	4375764.765	4.375764765
239	Osterøy	9	4984159.866	4.984159866
239	Osterøy	10	1622686.934	1.622686934
240	Meland	1	76260885.92	76.26088592
240	Meland	2	8062135.081	8.062135081
240	Meland	3	1820685.339	1.820685339
240	Meland	4	876592.9413	0.876592941
240	Meland	5	634494.8908	0.634494891
240	Meland	6	820793.3907	0.820793391
240	Meland	7	353697.1519	0.353697152
240	Meland	8	255597.9418	0.255597942
240	Meland	9	319497.4273	0.319497427
240	Meland	10	111599.1014	0.111599101
241	Vindafjord	1	316006355.4	316.0063554
241	Vindafjord	2	59707319.21	59.70731921
241	Vindafjord	3	31927242.91	31.92724291
241	Vindafjord	4	26565986.08	26.56598608
241	Vindafjord	5	19221145.22	19.22114522
241	Vindafjord	6	18284252.77	18.28425277
241	Vindafjord	7	23807508.29	23.80750829
241	Vindafjord	8	23902907.52	23.90290752
241	Vindafjord	9	28553170.08	28.55317008
241	Vindafjord	10	30949850.78	30.94985078
242	Lillehammer	1	347503401.8	347.5034018
242	Lillehammer	2	19652241.75	19.65224175
242	Lillehammer	3	9041327.196	9.041327196
242	Lillehammer	4	8750629.537	8.750629537
242	Lillehammer	5	3058175.374	3.058175374
242	Lillehammer	6	1255489.89	1.25548989
242	Lillehammer	7	3907768.533	3.907768533
242	Lillehammer	8	6374648.669	6.374648669
242	Lillehammer	9	6858844.77	6.85884477
242	Lillehammer	10	11547807.01	11.54780701
243	Vinje	1	1313832821	1313.832821
243	Vinje	2	383598511.1	383.5985111
243	Vinje	3	219509132.4	219.5091324
243	Vinje	4	169835832.4	169.8358324
243	Vinje	5	123759803.4	123.7598034
243	Vinje	6	121926518.2	121.9265182
243	Vinje	7	100856787.9	100.8567879
243	Vinje	8	89308080.86	89.30808086
243	Vinje	9	100778488.5	100.7784885
243	Vinje	10	157773229.6	157.7732296
244	Nedre Eiker	1	101220384.9	101.2203849
244	Nedre Eiker	2	899.992753	0.000899993
245	Berg	1	161337200.9	161.3372009
245	Berg	2	35217616.41	35.21761641
245	Berg	3	13205593.66	13.20559366
245	Berg	4	5943552.14	5.94355214
245	Berg	5	5227157.909	5.227157909
245	Berg	6	6969543.879	6.969543879
245	Berg	7	5110158.851	5.110158851
245	Berg	8	4089567.069	4.089567069
245	Berg	9	5090359.011	5.090359011
245	Berg	10	3830369.156	3.830369156
246	Jondal	1	172061514.5	172.0615145
246	Jondal	2	16874864.12	16.87486412
246	Jondal	3	7632838.538	7.632838538
246	Jondal	4	5193858.177	5.193858177
246	Jondal	5	4075167.185	4.075167185
246	Jondal	6	4296565.402	4.296565402
246	Jondal	7	4143566.634	4.143566634
246	Jondal	8	3444272.265	3.444272265
246	Jondal	9	4022967.606	4.022967606
246	Jondal	10	6103750.85	6.10375085
247	Voss	1	1041162016	1041.162016
247	Voss	2	184611013.4	184.6110134
247	Voss	3	94169841.71	94.16984171
247	Voss	4	64730178.77	64.73017877
247	Voss	5	50774891.14	50.77489114
247	Voss	6	58099032.17	58.09903217
247	Voss	7	41144968.69	41.14496869
247	Voss	8	34256424.15	34.25642415
247	Voss	9	39491682	39.491682
247	Voss	10	65748970.56	65.74897056
248	Averøy	1	127132076.3	127.1320763
248	Averøy	2	7353840.784	7.353840784
248	Averøy	3	3230073.99	3.23007399
248	Averøy	4	2357981.013	2.357981013
248	Averøy	5	1893584.752	1.893584752
248	Averøy	6	2311181.39	2.31118139
248	Averøy	7	1908884.629	1.908884629
248	Averøy	8	1204190.303	1.204190303
248	Averøy	9	1472388.144	1.472388144
248	Averøy	10	2038483.585	2.038483585
249	Lindås	1	397314400.7	397.3144007
